season,week,celebrity_name,rule_type,n_active,n_active_filled,judge_metric,judge_norm,fan_vote_mean,fan_norm,ci_low,ci_high,fan_ci_low_norm,fan_ci_high_norm,fan_se,fan_weight,latent_missing_flag,fan_ci_invalid_flag,ballroom_partner,celebrity_age_during_season,celebrity_industry,fan_invalid_flag
1,1,Evander Holyfield,rank,6.0,6.0,4.0,0.5,3.503,0.5828333333333333,1.0,6.0,0.1666666666666666,1.0,0.2125850340136054,22.127616,0,0,Edyta Sliwinska,42,Sports,0
1,2,Evander Holyfield,rank,6.0,6.0,6.0,0.1666666666666666,1.899308983218164,0.8501151694636393,1.0,3.0,0.6666666666666666,1.0,0.0850340136054421,138.29759999999996,0,0,Edyta Sliwinska,42,Sports,0
1,3,Evander Holyfield,rank,5.0,5.0,5.0,0.2,3.832208293153327,0.4335583413693346,2.0,5.0,0.2,0.8,0.1530612244897959,42.68444444444442,0,0,Edyta Sliwinska,42,Sports,0
1,4,Evander Holyfield,,,6.0,,,,,,,,,,,1,1,Edyta Sliwinska,42,Sports,1
1,5,Evander Holyfield,,,6.0,,,,,,,,,,,1,1,Edyta Sliwinska,42,Sports,1
1,6,Evander Holyfield,,,6.0,,,,,,,,,,,1,1,Edyta Sliwinska,42,Sports,1
1,1,Joey McIntyre,rank,6.0,6.0,1.0,1.0,3.4951,0.5841500000000001,1.0,6.0,0.1666666666666666,1.0,0.2125850340136054,22.127616,0,0,Ashly DelGrosso,32,Music,0
1,2,Joey McIntyre,rank,6.0,6.0,3.0,0.6666666666666666,3.409674234945706,0.5983876275090491,1.0,5.0,0.3333333333333333,1.0,0.1700680272108843,34.57439999999999,0,0,Ashly DelGrosso,32,Music,0
1,3,Joey McIntyre,rank,5.0,5.0,3.0,0.6,2.831565413050466,0.6336869173899068,1.0,5.0,0.2,1.0,0.2040816326530612,24.01,0,0,Ashly DelGrosso,32,Music,0
1,4,Joey McIntyre,rank,4.0,4.0,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0,1,Ashly DelGrosso,32,Music,1
1,5,Joey McIntyre,rank,3.0,3.0,3.0,0.3333333333333333,1.989,0.6703333333333333,1.0,3.0,0.3333333333333333,1.0,0.1700680272108843,34.57439999999999,0,0,Ashly DelGrosso,32,Music,0
1,6,Joey McIntyre,,,6.0,,,,,,,,,,,1,1,Ashly DelGrosso,32,Music,1
1,1,John O'Hurley,rank,6.0,6.0,1.0,1.0,3.4962,0.5839666666666666,1.0,6.0,0.1666666666666666,1.0,0.2125850340136054,22.127616,0,0,Charlotte Jorgensen,50,Entertainment,0
1,2,John O'Hurley,rank,6.0,6.0,1.0,1.0,3.684106614017769,0.5526488976637052,1.0,6.0,0.1666666666666666,1.0,0.2125850340136054,22.127616,0,0,Charlotte Jorgensen,50,Entertainment,0
1,3,John O'Hurley,rank,5.0,5.0,2.0,0.8,2.918836387013822,0.6162327225972356,1.0,5.0,0.2,1.0,0.2040816326530612,24.01,0,0,Charlotte Jorgensen,50,Entertainment,0
1,4,John O'Hurley,rank,4.0,4.0,3.0,0.5,2.0,0.75,2.0,2.0,0.75,0.75,0.0,,0,1,Charlotte Jorgensen,50,Entertainment,1
1,5,John O'Hurley,rank,3.0,3.0,1.0,1.0,2.0048,0.6650666666666667,1.0,3.0,0.3333333333333333,1.0,0.1700680272108843,34.57439999999999,0,0,Charlotte Jorgensen,50,Entertainment,0
1,6,John O'Hurley,rank,2.0,2.0,2.0,0.5,1.4915,0.75425,1.0,2.0,0.5,1.0,0.1275510204081632,61.4656,0,0,Charlotte Jorgensen,50,Entertainment,0
1,1,Kelly Monaco,rank,6.0,6.0,6.0,0.1666666666666666,3.4975,0.58375,1.0,6.0,0.1666666666666666,1.0,0.2125850340136054,22.127616,0,0,Alec Mazo,29,Entertainment,0
1,2,Kelly Monaco,rank,6.0,6.0,5.0,0.3333333333333333,2.588351431391905,0.7352747614346825,1.0,4.0,0.5,1.0,0.1275510204081632,61.4656,0,0,Alec Mazo,29,Entertainment,0
1,3,Kelly Monaco,rank,5.0,5.0,4.0,0.4,2.4681774349083896,0.706364513018322,1.0,5.0,0.2,1.0,0.2040816326530612,24.01,0,0,Alec Mazo,29,Entertainment,0
1,4,Kelly Monaco,rank,4.0,4.0,1.0,1.0,3.0,0.5,3.0,3.0,0.5,0.5,0.0,,0,1,Alec Mazo,29,Entertainment,1
1,5,Kelly Monaco,rank,3.0,3.0,2.0,0.6666666666666666,2.0062,0.6646,1.0,3.0,0.3333333333333333,1.0,0.1700680272108843,34.57439999999999,0,0,Alec Mazo,29,Entertainment,0
1,6,Kelly Monaco,rank,2.0,2.0,1.0,1.0,1.5085,0.74575,1.0,2.0,0.5,1.0,0.1275510204081632,61.4656,0,0,Alec Mazo,29,Entertainment,0
1,1,Rachel Hunter,rank,6.0,6.0,1.0,1.0,3.5015,0.5830833333333333,1.0,6.0,0.1666666666666666,1.0,0.2125850340136054,22.127616,0,0,Jonathan Roberts,35,Fashion,0
1,2,Rachel Hunter,rank,6.0,6.0,2.0,0.8333333333333334,3.646594274432379,0.5589009542612702,1.0,6.0,0.1666666666666666,1.0,0.2125850340136054,22.127616,0,0,Jonathan Roberts,35,Fashion,0
1,3,Rachel Hunter,rank,5.0,5.0,1.0,1.0,2.949212471873996,0.6101575056252008,1.0,5.0,0.2,1.0,0.2040816326530612,24.01,0,0,Jonathan Roberts,35,Fashion,0
1,4,Rachel Hunter,rank,4.0,4.0,2.0,0.75,4.0,0.25,4.0,4.0,0.25,0.25,0.0,,0,1,Jonathan Roberts,35,Fashion,1
1,5,Rachel Hunter,,,6.0,,,,,,,,,,,1,1,Jonathan Roberts,35,Fashion,1
1,6,Rachel Hunter,,,6.0,,,,,,,,,,,1,1,Jonathan Roberts,35,Fashion,1
1,1,Trista Sutter,rank,6.0,6.0,4.0,0.5,3.5067,0.5822166666666667,1.0,6.0,0.1666666666666666,1.0,0.2125850340136054,22.127616,0,0,Louis van Amstel,32,Media,0
1,2,Trista Sutter,rank,6.0,6.0,4.0,0.5,5.771964461994077,0.2046725896676537,5.0,6.0,0.1666666666666666,0.3333333333333333,0.042517006802721,553.1904000000001,0,0,Louis van Amstel,32,Media,0
1,3,Trista Sutter,,,6.0,,,,,,,,,,,1,1,Louis van Amstel,32,Media,1
1,4,Trista Sutter,,,6.0,,,,,,,,,,,1,1,Louis van Amstel,32,Media,1
1,5,Trista Sutter,,,6.0,,,,,,,,,,,1,1,Louis van Amstel,32,Media,1
1,6,Trista Sutter,,,6.0,,,,,,,,,,,1,1,Louis van Amstel,32,Media,1
2,1,Drew Lachey,rank,10.0,10.0,1.0,1.0,5.381191432396252,0.5618808567603748,1.0,10.0,0.1,1.0,0.2295918367346938,18.97086419753086,0,0,Cheryl Burke,29,Music,0
2,2,Drew Lachey,rank,9.0,9.0,2.0,0.8888888888888888,4.970327552986513,0.5588524941126097,1.0,9.0,0.1111111111111111,1.0,0.2267573696145124,19.448100000000004,0,0,Cheryl Burke,29,Music,0
2,3,Drew Lachey,rank,8.0,8.0,1.0,1.0,4.668562144597888,0.541429731925264,1.0,8.0,0.125,1.0,0.2232142857142857,20.0704,0,0,Cheryl Burke,29,Music,0
2,4,Drew Lachey,rank,7.0,7.0,1.0,1.0,3.974448897795591,0.575078728886344,1.0,7.0,0.1428571428571428,1.0,0.2186588921282799,20.91537777777777,0,0,Cheryl Burke,29,Music,0
2,5,Drew Lachey,rank,6.0,6.0,2.0,0.8333333333333334,3.427320490367776,0.595446584938704,1.0,6.0,0.1666666666666666,1.0,0.2125850340136054,22.127616,0,0,Cheryl Burke,29,Music,0
2,6,Drew Lachey,rank,5.0,5.0,1.0,1.0,2.974668560606061,0.6050662878787878,1.0,5.0,0.2,1.0,0.2040816326530612,24.01,0,0,Cheryl Burke,29,Music,0
2,7,Drew Lachey,rank,4.0,4.0,1.0,1.0,2.48390989541432,0.62902252614642,1.0,4.0,0.25,1.0,0.1913265306122449,27.31804444444445,0,0,Cheryl Burke,29,Music,0
2,8,Drew Lachey,rank,3.0,3.0,1.0,1.0,2.0107,0.6631,1.0,3.0,0.3333333333333333,1.0,0.1700680272108843,34.57439999999999,0,0,Cheryl Burke,29,Music,0
2,1,George Hamilton,rank,10.0,10.0,8.0,0.3,4.382195448460509,0.6617804551539491,1.0,9.0,0.2,1.0,0.2040816326530612,24.01,0,0,Edyta Sliwinska,66,Entertainment,0
2,2,George Hamilton,rank,9.0,9.0,5.0,0.5555555555555556,4.794219653179191,0.5784200385356455,1.0,9.0,0.1111111111111111,1.0,0.2267573696145124,19.448100000000004,0,0,Edyta Sliwinska,66,Entertainment,0
2,3,George Hamilton,rank,8.0,8.0,5.0,0.5,4.064175467099918,0.6169780666125102,1.0,7.0,0.25,1.0,0.1913265306122449,27.31804444444445,0,0,Edyta Sliwinska,66,Entertainment,0
2,4,George Hamilton,rank,7.0,7.0,6.0,0.2857142857142857,2.914078156312625,0.7265602633839107,1.0,6.0,0.2857142857142857,1.0,0.1822157434402332,30.11814399999999,0,0,Edyta Sliwinska,66,Entertainment,0
2,5,George Hamilton,rank,6.0,6.0,4.0,0.5,3.0800600450337754,0.6533233258277041,1.0,6.0,0.1666666666666666,1.0,0.2125850340136054,22.127616,0,0,Edyta Sliwinska,66,Entertainment,0
2,6,George Hamilton,rank,5.0,5.0,4.0,0.4,4.272964015151516,0.3454071969696969,3.0,5.0,0.2,0.6,0.1020408163265306,96.04000000000002,0,0,Edyta Sliwinska,66,Entertainment,0
2,7,George Hamilton,,,10.0,,,,,,,,,,,1,1,Edyta Sliwinska,66,Entertainment,1
2,8,George Hamilton,,,10.0,,,,,,,,,,,1,1,Edyta Sliwinska,66,Entertainment,1
2,1,Giselle Fernandez,rank,10.0,10.0,2.0,0.9,5.502342704149933,0.5497657295850067,1.0,10.0,0.1,1.0,0.2295918367346938,18.97086419753086,0,0,Jonathan Roberts,44,Other,0
2,2,Giselle Fernandez,rank,9.0,9.0,3.0,0.7777777777777778,4.976493256262042,0.5581674159708842,1.0,9.0,0.1111111111111111,1.0,0.2267573696145124,19.448100000000004,0,0,Jonathan Roberts,44,Other,0
