gamma,TF,FEI,balance_score
0.0,0.8220152016954008,0.391304347826087,0.5671491183124137
0.2,0.8220152016954008,0.391304347826087,0.5671491183124137
0.4,0.8209502081106059,0.391304347826087,0.5667816032497976
0.6000000000000001,0.820264154294716,0.391304347826087,0.5665447289856386
0.8,0.819947335785397,0.391304347826087,0.566435307410513
1.0,0.8198825770056697,0.391304347826087,0.5664129386668132
1.2000000000000002,0.8191181965018363,0.39280359820089955,0.5672323817781851
1.4000000000000001,0.8189968356912662,0.39280359820089955,0.567190359557248
1.6,0.8186349381411457,0.39430284857571213,0.5681461854599181
1.8,0.8186349381411457,0.39430284857571213,0.5681461854599181
2.0,0.8185593237249131,0.39430284857571213,0.5681199460263139
2.2,0.8183289230134252,0.39430284857571213,0.5680399857546018
2.4000000000000004,0.8178246141835991,0.39580209895052476,0.5689434935626486
2.6,0.8176081364858783,0.39580209895052476,0.5688681890738291
2.8000000000000003,0.817432136264722,0.39580209895052476,0.5688069578364775
3.0,0.817432136264722,0.39580209895052476,0.5688069578364775
3.2,0.817432136264722,0.39580209895052476,0.5688069578364775
3.4000000000000004,0.8172619205335928,0.39580209895052476,0.5687477327774881
3.6,0.8170426597993419,0.39580209895052476,0.5686714338532393
3.8000000000000003,0.8168758071769223,0.39730134932533734,0.569689266550297
4.0,0.8168758071769223,0.39730134932533734,0.569689266550297
4.2,0.8167611937989792,0.39730134932533734,0.5696492994579276
4.4,0.8167141491478586,0.39730134932533734,0.569632893598622
4.6000000000000005,0.8167141491478586,0.39730134932533734,0.569632893598622
4.800000000000001,0.8166077524624397,0.39730134932533734,0.5695957881891845
5.0,0.8165074627666766,0.39730134932533734,0.5695608103542661
