gamma,TF,FEI,balance_score
0.0,0.8220152016954008,0.24550898203592814,0.4492350335696182
0.1,0.8220152016954008,0.24550898203592814,0.4492350335696182
0.2,0.8220152016954008,0.24550898203592814,0.4492350335696182
0.30000000000000004,0.8210745272323388,0.24850299401197604,0.45170729275074134
0.4,0.8209502081106059,0.25149700598802394,0.4543858706045585
0.5,0.8205138608448984,0.25149700598802394,0.45426509812461496
0.6000000000000001,0.820264154294716,0.25149700598802394,0.4541959697359936
0.7000000000000001,0.8201607788541622,0.25149700598802394,0.45416734835369615
0.8,0.819947335785397,0.25149700598802394,0.4541082470269443
0.9,0.819947335785397,0.25149700598802394,0.4541082470269443
1.0,0.8198825770056697,0.25149700598802394,0.45409031412117945
1.1,0.8191181965018363,0.25149700598802394,0.45387858946035525
1.2000000000000002,0.8191181965018363,0.25149700598802394,0.45387858946035525
1.3,0.8190598432908911,0.25149700598802394,0.45386242223021633
1.4000000000000001,0.8189968356912662,0.25149700598802394,0.4538449648173031
1.5,0.8189968356912662,0.25149700598802394,0.4538449648173031
1.6,0.8186349381411457,0.25149700598802394,0.4537446814450714
1.7000000000000002,0.8186349381411457,0.25149700598802394,0.4537446814450714
1.8,0.8186349381411457,0.25149700598802394,0.4537446814450714
1.9000000000000001,0.8185593237249131,0.25149700598802394,0.4537237255647949
2.0,0.8185593237249131,0.25149700598802394,0.4537237255647949
2.1,0.8184294588910239,0.25149700598802394,0.45368773239254667
2.2,0.8183289230134252,0.25149700598802394,0.4536598660354259
2.3000000000000003,0.8179437990827677,0.25149700598802394,0.4535531022226459
2.4000000000000004,0.8178246141835991,0.25149700598802394,0.4535200567675987
2.5,0.8176493554980125,0.25449101796407186,0.45616270871078063
2.6,0.8176081364858783,0.25449101796407186,0.45615121061989844
2.7,0.8176081364858783,0.25449101796407186,0.45615121061989844
2.8000000000000003,0.817432136264722,0.25748502994011974,0.45877722053316683
2.9000000000000004,0.817432136264722,0.25748502994011974,0.45877722053316683
3.0,0.817432136264722,0.25748502994011974,0.45877722053316683
3.1,0.817432136264722,0.25748502994011974,0.45877722053316683
3.2,0.817432136264722,0.25748502994011974,0.45877722053316683
3.3000000000000003,0.8172619205335928,0.25748502994011974,0.4587294519403696
3.4000000000000004,0.8172619205335928,0.25748502994011974,0.4587294519403696
3.5,0.8172513293040679,0.25748502994011974,0.45872647949999634
3.6,0.8170426597993419,0.25748502994011974,0.45866791224238546
3.7,0.8168858929434532,0.25748502994011974,0.45862390757810095
3.8000000000000003,0.8168758071769223,0.25748502994011974,0.4586210763455048
3.9000000000000004,0.8168758071769223,0.25748502994011974,0.4586210763455048
4.0,0.8168758071769223,0.25748502994011974,0.4586210763455048
4.1000000000000005,0.8167611937989792,0.25748502994011974,0.45858890134766467
4.2,0.8167611937989792,0.25748502994011974,0.45858890134766467
4.3,0.8167141491478586,0.25748502994011974,0.45857569401992493
4.4,0.8167141491478586,0.25748502994011974,0.45857569401992493
4.5,0.8167141491478586,0.25748502994011974,0.45857569401992493
4.6000000000000005,0.8167141491478586,0.25748502994011974,0.45857569401992493
4.7,0.8167141491478586,0.25748502994011974,0.45857569401992493
4.800000000000001,0.8166077524624397,0.26047904191616766,0.46120408170649496
4.9,0.8165074627666766,0.26047904191616766,0.4611757600079008
5.0,0.8165074627666766,0.26047904191616766,0.4611757600079008
